,rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address,Country,City,Latitude,Longitude
681,601,jikei university school medicine,1078,0.9,1.0,47.0,35.2,28.4,8.6,51.4,38.3,15.9,"3-25-8, Nishi-Shimbashi, Minato-ku, Tokyo, 105-8461, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
682,601,university johannesburg,26445,23.9,15.0,55.0,35.2,19.7,25.8,42.5,40.4,69.2,"PO Box 524, Auckland Park, Johannesburg, Gauteng, 2006, South Africa",,,,,,South Africa, Johannesburg,-26.205,28.049722
684,601,kafrelsheikh university,74546,39.7,1.0,51.0,35.2,13.0,7.9,67.4,38.0,47.1,"ElGeish St, Kafrelshiekh, Egypt",,,,,,Egypt, Egypt,26.2540493,29.2675469
685,601,university kaiserslautern,14869,51.6,18.0,39.0,35.2,33.6,24.1,41.3,64.5,52.3,"Gottlieb-Daimler-Strasse, Kaiserslautern, 67663, Germany",,,,,,Germany, Kaiserslautern,49.4432174,7.7689951
686,601,kansas state university,21536,14.3,9.0,50.0,35.2,25.0,20.4,45.8,41.9,47.2,"Manhattan, Kansas, 66506-4900, United States",,,,,,United States,Manhattan,40.7896239,-73.9598939
689,601,keio university,34916,10.4,8.0,36.0,35.2,32.1,25.7,36.8,42.7,31.5,"2-15-45 Mita, Minato-ku, Tokyo, 108-8345, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
690,601,kent state university,24559,20.4,9.0,60.0,35.2,23.6,19.0,55.6,34.8,42.6,"800 E. Summit St., Kent, Ohio, 44242, United States",,,,,,United States, Kent,33.1665316,-100.7846477
691,601,kindai university,33125,13.6,2.0,30.0,35.2,20.1,11.4,58.4,38.8,23.0,"3-4-1 Kowakae, Higashiosaka City, Osaka, 577-8502, Japan",,,,,,Japan, Osaka,34.661629000000005,135.49992679245517
692,601,king khalid university,38865,8.1,11.0,53.0,35.2,21.6,7.1,53.6,34.5,82.7,"Guraiger, Abha, 62529, Saudi Arabia",,,,,,Saudi Arabia, Abha,18.2164282,42.5043596
693,601,kobe university,15593,9.5,7.0,35.0,35.2,32.4,22.8,31.1,44.3,28.7,"1-1 Rokkodai-cho, Nada-ku, Kobe, Hyogo, 657-8501, Japan",,,,,,Japan, Kobe,34.6932379,135.1943764
694,601,konkuk university,12225,23.2,16.0,70.0,35.2,33.0,37.9,27.5,44.3,47.7,"120 Neungdong-ro, Gwangjin-gu, Seoul, 05029, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
695,601,kurume university,4850,7.3,2.0,39.0,35.2,21.5,10.1,54.5,36.5,21.0,"67, Asahi-machi, Kurume-shi, Fukuoka, 830-0011, Japan",,,,,,Japan, Fukuoka,33.6251241,130.6180016
696,601,lakehead university,8050,24.5,13.0,56.0,35.2,17.6,19.5,46.9,37.3,49.4,"955 Oliver Road, Thunder Bay, Ontario, P7B 5E1, Canada",,,,,,Canada, Thunder Bay,49.809661,-88.4811791
697,601,universidad de la laguna,18336,12.9,4.0,58.0,35.2,19.3,11.5,67.8,35.2,46.9,"Pabellón de Gobierno, C/ Molinos de Agua s/n, Las Palmas, 38200, Spain",,,,,,Spain, Las Palmas,28.1288694,-15.4349015
698,601,lehigh university,6462,10.8,17.0,44.0,35.2,27.4,20.8,51.0,40.3,45.1,"27 Memorial Drive West, Bethlehem, Pennsylvania, 18015, United States",,,,,,United States, Bethlehem,40.6178915,-75.3786521
700,601,university lille,69287,29.0,13.0,58.0,35.2,20.3,17.3,53.0,39.0,60.7,"42, rue Paul Duez, Lille, 59000, France",,,,,,France, Lille,50.6365654,3.0635282
701,601,university lincoln,12060,15.1,13.0,56.0,35.2,16.5,14.1,64.3,35.3,71.2,"Brayford Pool, Lincoln, Lincolnshire, LN6 7TS, United Kingdom",,,,,,United Kingdom, Lincoln,53.2336301,-0.5392172
703,601,university lleida,8595,14.7,8.0,59.0,35.2,23.6,15.2,48.8,37.8,41.6,"Pl. de Víctor Siurana, 1, Lleida, 25003, Spain",,,,,,Spain, Lleida,41.6147605,0.6267842
704,601,university lorraine,58678,19.2,16.0,52.0,35.2,21.8,13.5,61.3,37.3,61.6,"34 cours Léopold, CS 25233, Nancy, 54052, France",,,,,,France, Nancy,48.6937223,6.1834097
705,601,lumiere university lyon 2,25134,51.1,19.0,72.0,35.2,28.8,18.1,29.0,34.7,62.4,"18 quai Claude Bernard, Lyon, Cedex 07, 69365, France",,,,,,France, Lyon,45.7578137,4.8320114
707,601,mahidol university,28476,10.2,4.0,49.0,35.2,31.6,21.0,45.2,73.4,46.1,"999 Phutthamonthon 4 Road, Salaya, Nakhon Pathom, 73170, Thailand",,,,,,Thailand, Salaya,13.79542295,100.3218615672448
708,601,makerere university,34651,23.6,8.0,45.0,35.2,16.7,12.7,69.6,40.9,58.7,"P.O.Box 7062, Kampala University Rd, Kampala, Uganda",,,,,,Uganda, Kampala,0.3177137,32.5813539
710,601,university malta,11772,13.0,9.0,58.0,35.2,16.9,13.7,48.1,34.7,57.9,"Msida MSD 2080, Malta",,,,,,Malta, Malta,35.8885993,14.4476911
711,601,manchester metropolitan university,28145,15.1,16.0,58.0,35.2,20.1,14.2,55.4,34.8,65.3,"All Saints Building, All Saints, Manchester, M15 6BH, United Kingdom",,,,,,United Kingdom, All Saints,50.805436,-2.9875049
712,601,university maryland baltimore county,11667,18.1,8.0,45.0,35.2,22.9,17.4,57.8,35.7,34.3,"1000 Hilltop Circle, Baltimore, Maryland, 21250, United States",,,,,,United States, Baltimore,39.2908816,-76.610759
713,601,masaryk university,31611,20.2,21.0,62.0,35.2,22.6,25.4,36.3,35.6,61.5,"Žerotínovo námestí 9 Rektorát, Brno-mesto, Brno, Czech Republic",,,,,,Czech Republic, Brno,49.1922443,16.6113382
714,601,metropolitan autonomous university,57827,20.0,0.0,48.0,35.2,16.6,16.3,68.6,36.4,25.1,"Prol. Canal de Miramontes 3855, Ex Hacienda San Juan de Dios, Ciudad de México, Distrito Federal, 14387, Mexico",,,,,,Mexico, Distrito Federal,19.4326296,-99.1331785
716,601,miguel hernandez university elche,13591,20.0,5.0,49.0,35.2,30.3,12.7,45.4,38.0,34.2,"Avda. de la Universidad s/n, Elche, Alicante, 03202, Spain",,,,,,Spain, Elche,38.2653307,-0.6988391
717,601,university minho,18066,17.9,10.0,54.0,35.2,22.5,19.4,34.6,62.6,50.3,"Largo do Paço, Braga, 4704-553, Portugal",,,,,,Portugal, Braga,41.5510583,-8.4280045
718,601,montana state university,14357,19.4,3.0,46.0,35.2,18.6,19.4,67.0,48.4,28.4,"100 Culbertson Hall, P.O. Box 172000, Bozeman, Montana, 59717-2000, United States",,,,,,United States, Bozeman,45.6794293,-111.044047
719,601,monterrey institute technology,14343,16.2,11.0,41.0,35.2,20.5,18.2,41.8,74.7,57.3,"Av. Eugenio Garza Sada 2501, Sur Col. Tecnológico, Monterrey, Nuevo León, 64849, Mexico",,,,,,Mexico, Monterrey,25.6802019,-100.315258
720,601,nanjing university information science and technology,21857,15.5,3.0,,35.2,16.7,14.9,69.9,38.9,29.5,"No.219 Ningliu Road, Nanjing, Jiangsu, 210044, China",,,,,,China, Nanjing,32.0615513,118.7915619
721,601,nanjing medical university,15420,9.0,5.0,,35.2,38.2,25.9,36.0,35.8,20.8,"No. 140 Hanzhong Road, Nanjing, Jiangsu, 210029, China",,,,,,China, Nanjing,32.0615513,118.7915619
722,601,nanjing normal university,27490,13.2,3.0,70.0,35.2,20.2,12.1,54.4,47.5,22.9,"Gulou, Nanjing, Jiangsu, China",,,,,,China,Gulou,26.0850844,119.2990881
723,601,universite de nantes,37078,24.7,11.0,56.0,35.2,19.8,21.0,57.4,39.5,50.4,"1, quai de Tourville, BP 13522, Nantes, 44035, France",,,,,,France, Nantes,47.2186371,-1.5541362
724,601,national autonomous university mexico,161718,17.1,8.0,51.0,35.2,31.9,30.4,18.9,61.7,44.2,"Ciudad Universitaria, Mexico City, 04510, Mexico",,,,,,Mexico, Mexico City,19.4326296,-99.1331785
728,601,national taiwan normal university,10789,12.1,24.0,,35.2,32.0,37.3,22.8,78.4,51.4,"162 HePing East Road, Section 1, Taipei, Taiwan",,,,,,Taiwan, Taipei,25.0375198,121.5636796
729,601,national technical university athens,14133,20.6,8.0,33.0,35.2,23.0,12.8,45.0,71.5,38.6,"Heroon Polytechniou 9, 15780 Zografou, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
730,601,university nevada las vegas,24982,22.7,5.0,57.0,35.2,28.7,22.6,41.3,35.1,32.2,"4505 S. Maryland Pkwy., Las Vegas, Nevada, 89154, United States",,,,,,United States, Las Vegas,36.1672559,-115.148516
731,601,new mexico state university main campus,12753,16.5,8.0,54.0,35.2,21.5,14.7,53.9,38.8,37.7,"PO Box 30001, MSC 3A, Las Cruces, New Mexico, 88003 8001, United States",,,,,,United States, Las Cruces,32.3140354,-106.779807
732,601,nippon medical school,850,0.9,0.0,34.0,35.2,25.7,8.8,55.1,34.8,16.9,"1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8602, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
733,601,university north carolina greensboro,18999,22.2,4.0,66.0,35.2,20.9,19.3,50.0,35.4,21.3,"1400 Spring Garden Street, Greensboro, North Carolina, 27412, United States",,,,,,United States, Greensboro,36.0726355,-79.7919754
734,601,northwestern polytechnical university,28432,13.9,4.0,26.0,35.2,26.2,33.6,40.2,83.3,24.7,"127 West Youyi Road, Xi'an, Shaanxi, 710072, China",,,,,,China, China,35.000074,104.999927
735,601,nottingham trent university,24140,14.9,19.0,57.0,35.2,17.7,12.9,59.5,34.9,69.0,"50 Shakespeare Street, Nottingham, Nottinghamshire, NG1 4FQ, United Kingdom",,,,,,United Kingdom, Nottingham,52.9534193,-1.1496461
737,601,ohio university main campus,25013,22.3,5.0,56.0,35.2,28.5,17.4,43.5,35.4,30.6,"Athens, Ohio, 45701, United States",,,,,,United States,Athens,33.9597677,-83.376398
738,601,old dominion university,18878,18.2,3.0,55.0,35.2,22.7,19.2,51.9,34.4,30.4,"5155 Hampton Boulevard Norfolk, Virginia, 23529, United States",,,,,,United States, Virginia,37.1232245,-78.4927721
739,601,university oviedo,21663,12.7,3.0,54.0,35.2,16.8,15.2,54.8,38.5,34.4,"C/ San Francisco, 3, Asturias, 33003, Spain",,,,,,Spain, Asturias,43.3133868,-5.94192
740,601,oxford brookes university,13915,16.2,28.0,59.0,35.2,28.5,24.0,37.4,34.6,78.4,"Gipsy Lane, Oxford, Oxfordshire, OX3 0BP, United Kingdom",,,,,,United Kingdom, Oxford,51.7520131,-1.2578499
741,601,palacky university olomouc,17443,13.8,12.0,69.0,35.2,20.9,18.3,46.9,35.4,57.3,"8 Krízkovskeho, Olomouc, 771 47, Czech Republic",,,,,,Czech Republic, Olomouc,49.5940567,17.251143
742,601,university palermo,29437,20.5,1.0,58.0,35.2,21.1,17.9,63.0,35.0,27.3,"Piazza Marina, 61, Palermo, 90133, Italy",,,,,,Italy, Palermo,38.1112268,13.3524434
743,601,panjab university,19912,23.4,1.0,49.0,35.2,27.0,14.4,56.6,34.9,16.5,"Sector 14, Chandigarh, 160014, India",,,,,,India, India,22.3511148,78.6677428
745,601,university parma,25140,27.4,6.0,56.0,35.2,18.1,18.9,65.7,39.4,38.1,"Università, 12, Parma, 43121, Italy",,,,,,Italy, Parma,44.8013678,10.3280833
746,601,universitat politecnica de catalunya,25484,10.6,16.0,28.0,35.2,23.7,17.2,56.9,41.2,59.1,"C. Jordi Girona, 31, Barcelona, 08034, Spain",,,,,,Spain, Barcelona,41.3828939,2.1774322
747,601,pontifical catholic university rio de janeiro puc rio,15581,21.9,5.0,51.0,35.2,27.4,25.6,27.9,99.5,41.5,"Rua Marquês de São Vicente, 225, Gávea, Rio de Janeiro, 22451-900, Brazil",,,,,,Brazil, Rio de Janeiro,-22.9110137,-43.2093727
748,601,portland state university,20219,18.4,9.0,55.0,35.2,21.1,18.4,44.6,35.7,30.4,"PO Box 751, Portland, Oregon, 97207, United States",,,,,,United States, Portland,45.5202471,-122.674194
749,601,university pretoria,35086,22.0,8.0,57.0,35.2,25.1,30.1,33.0,41.8,52.0,"Cnr Lynnwood Rd and Roper St, Hatfield, South Africa",,,,,,South Africa, Hatfield,-25.7508333,28.2430556
750,601,pusan national university,24331,18.3,11.0,47.0,35.2,27.0,30.0,24.9,63.4,35.7,"2, Busandaehak-ro 63beon-gil, Geumjeong-gu, Busan, 46241, South Korea",,,,,,South Korea, Busan,35.1799528,129.0752365
753,601,university regina,12935,23.4,22.0,59.0,35.2,16.8,15.6,45.1,35.8,63.0,"3737 Wascana Parkway, Regina, Saskatchewan, S4S 0A2, Canada",,,,,,Canada, Regina,50.44876,-104.61731
755,601,roskilde university,6382,18.0,12.0,63.0,35.2,21.4,32.7,37.8,38.2,52.1,"P.O. Box 260, DK- 4000, Roskilde, Denmark",,,,,,Denmark, Roskilde,55.6433478,12.0819247
756,601,toronto metropolitan university,33694,43.1,4.0,55.0,35.2,19.4,26.0,38.6,36.2,52.4,"350 Victoria Street, Toronto, Ontario, M5B 2K3, Canada",,,,,,Canada, Toronto,43.6534817,-79.3839347
759,601,university salamanca,28673,17.6,16.0,59.0,35.2,26.4,17.5,37.9,37.0,51.4,"Patio de Escuelas, Nº 1, Salamanca, 37008, Spain",,,,,,Spain, Salamanca,40.9651572,-5.6640182
760,601,university salento,12040,29.7,1.0,63.0,35.2,27.5,21.0,56.3,36.8,26.9,"Piazza Tancredi, Lecce (LE), 73100, Italy",,,,,,Italy, Italy,42.6384261,12.674297
761,601,university santiago de compostela,25455,15.2,8.0,61.0,35.2,21.8,16.6,46.9,40.3,44.7,"Praza do Obradoiro, A Coruña, 15782, Spain",,,,,,Spain, A Coruña,43.3709703,-8.3959425
762,601,university sassari,12993,24.1,2.0,66.0,35.2,22.2,17.2,47.8,36.4,36.6,"Piazza Università 21, Sassari, Italy",,,,,,Italy, Sassari,40.7232643,8.5610074
763,601,savitribai phule pune university,6056,12.7,2.0,58.0,35.2,38.9,18.5,46.6,36.1,17.5,"Ganeshkhind, Pune-, 411007, India",,,,,,India, India,22.3511148,78.6677428
765,601,shandong university,45767,14.6,7.0,,35.2,32.3,29.1,35.4,72.3,30.6,"27 Shanda Nanlu Jinan, Shandong, Shandong, 250100, China",,,,,,China, China,35.000074,104.999927
766,601,university sharjah,14286,20.8,60.0,66.0,35.2,19.5,11.8,38.8,38.3,99.1,"P.O.Box 27272, Sharjah, United Arab Emirates",,,,,,United Arab Emirates, Sharjah,25.3575436,55.3882729
767,601,universite de sherbrooke,15667,12.9,7.0,55.0,35.2,29.6,14.5,51.0,38.1,58.5,"2500 boulevard de l'Université, Sherbrooke, Quebec, J1K 2R1, Canada",,,,,,Canada, Sherbrooke,45.403271,-71.889038
768,601,shiraz university technology,1602,15.9,0.0,37.0,35.2,23.7,20.3,46.6,47.9,16.7,"Modarres Boulevard, Shiraz, Fars, 7155713876, Iran",,,,,,Iran, Shiraz,29.6060218,52.5378041
769,601,sichuan university,64648,13.8,4.0,50.0,35.2,30.6,24.8,38.3,63.8,25.3,"No.24 South Section 1, Yihuan Road, Chengdu, Sichuan, 610065, China",,,,,,China, Chengdu,30.6598628,104.0633717
770,601,sidi mohammed ben abdellah university,90736,57.1,2.0,42.0,35.2,25.2,7.6,53.2,34.4,23.6,"Route Imouzzer, Fez, 30000, FES BP 262, Morocco",,,,,,Morocco, Morocco,31.1728205,-7.3362482
771,601,university south dakota,14542,35.1,3.0,61.0,35.2,31.2,15.6,46.8,39.0,25.3,"414 E Clark St., Vermillion, South Dakota, 57069, United States",,,,,,United States, Vermillion,39.8763626,-87.4635672
772,601,southern cross university,9064,25.0,25.0,63.0,35.2,18.5,21.5,49.7,39.8,66.6,"1 Military Road, East Lismore, New South Wales, NSW 2480, Australia",,,,,,Australia, East Lismore,-28.8216638,153.2884783
773,601,university southern queensland,12405,25.8,15.0,57.0,35.2,19.3,19.8,54.9,37.4,72.6,"West Street, Toowoomba, Queensland, QLD 4350, Australia",,,,,,Australia, Toowoomba,-27.5610193,151.953351
774,601,university split,20043,22.5,2.0,,35.2,15.7,12.3,56.8,40.1,41.3,"Ulica Ruđera Boškovića 31, Split, 21000, Croatia",,,,,,Croatia, Split,43.5116383,16.4399659
775,601,stevens institute technology,5943,16.7,38.0,29.0,35.2,22.5,15.8,58.4,35.6,68.7,"1 Castle Point on Hudson, Hoboken, New Jersey, 07030, United States",,,,,,United States, Hoboken,40.7433066,-74.0323752
776,601,university sunshine coast,9720,31.3,17.0,65.0,35.2,17.3,23.5,46.0,40.3,68.6,"90 Sippy Downs Drive, Sippy Downs, Queensland, QLD 4556, Australia",,,,,,Australia, Sippy Downs,-26.7257935,153.07837089055133
777,601,university tabriz,20360,26.4,0.0,47.0,35.2,27.9,19.9,42.2,42.9,19.5,"29 Bahman Blvd, Tabriz, 5166616471, Iran",,,,,,Iran, Tabriz,38.0739964,46.2961952
778,601,tabriz university medical sciences,8047,9.5,0.0,50.0,35.2,45.0,12.0,36.7,34.5,15.9,"No 2 Central Building, University Street, Tabriz, 5165665931, Iran",,,,,,Iran, Tabriz,38.0739964,46.2961952
780,601,university tehran,53614,24.5,2.0,44.0,35.2,36.7,23.5,38.7,34.4,23.3,"16th Azar St., Enghelab Sq, Tehran, Iran",,,,,,Iran, Tehran,35.6892523,51.3896004
781,601,universiti teknologi malaysia,19087,11.2,14.0,52.0,35.2,36.4,25.2,29.2,35.6,56.4,"Skudai, Johor, 81310, Malaysia",,,,,,Malaysia,Skudai,1.5369721,103.662103
783,601,university texas arlington,28835,25.2,15.0,56.0,35.2,21.0,18.3,50.0,39.7,46.0,"701 South Nedderman Drive, Arlington, Texas, 76019, United States",,,,,,United States, Arlington,32.7355816,-97.1071186
784,601,texas tech university,33015,20.6,9.0,46.0,35.2,30.8,20.9,46.5,36.2,48.4,"2500 Broadway, Lubbock, Texas, 79409, United States",,,,,,United States, Lubbock,33.5634402,-101.8792389
785,601,thapar institute engineering and technology,7752,14.8,1.0,28.0,35.2,19.1,9.7,66.5,36.0,20.9,"P.O Box 32, Bhadson Road, Patiala, Punjab, 147004, India",,,,,,India, India,22.3511148,78.6677428
786,601,university thessaly,17004,38.9,4.0,51.0,35.2,15.7,20.2,48.7,42.8,39.1,"Argonafton & Filellinon, 38221 Volos, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
787,601,tokyo metropolitan university,9160,13.6,5.0,37.0,35.2,24.9,17.2,54.6,38.4,26.2,"1 - 1 Minami-Osawa, Hachioji-shi, Tokyo, 192-0397, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
788,601,university toledo,18587,15.5,11.0,51.0,35.2,33.7,13.9,48.7,42.8,46.2,"2801 W. Bancroft, Toledo, Ohio, 43606-3390, United States",,,,,,United States, Toledo,41.6529143,-83.5378173
791,601,tu braunschweig,20020,10.4,14.0,38.0,35.2,25.2,16.0,48.9,42.6,53.7,"Universitätsplatz 2, Braunschweig, 38106, Germany",,,,,,Germany, Braunschweig,52.2646577,10.5236066
792,601,university ulsan,12730,11.5,3.0,46.0,35.2,20.6,23.4,61.8,58.2,21.7,"93 Daehak-ro, Nam-gu, Ulsan, 680-749, South Korea",,,,,,South Korea, Ulsan,35.5391697,129.3119136
793,601,ulster university,17815,17.1,8.0,55.0,35.2,21.0,18.0,40.9,35.6,75.7,"Cromore Road, Coleraine, Co. Londonderry, BT52 1SA, United Kingdom",,,,,,United Kingdom, Coleraine,55.1315912,-6.671861
794,601,university warsaw,50484,14.0,10.0,64.0,35.2,25.8,21.5,41.4,35.1,45.6,"Krakowskie Przedmiescie 26/28, Warszawa, 00-927, Poland",,,,,,Poland, Poland,52.215933,19.134422
795,601,waseda university,48839,14.1,10.0,38.0,35.2,31.3,22.8,28.2,38.1,38.0,"1-104 Totsukamachi, Shinjuku-ku, Tokyo, 169-8050, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
796,601,university west england,21735,18.3,21.0,53.0,35.2,17.1,15.2,48.4,34.9,64.3,"Coldharbour Lane, Bristol, Avon, BS16 1QY, United Kingdom",,,,,,United Kingdom, Bristol,51.4538022,-2.5972985
797,601,university western cape,21999,30.5,8.0,61.0,35.2,18.3,20.0,60.3,34.4,62.1,"Robert Sobukwe Road, Bellville, Cape Town 7535, South Africa",,,,,,South Africa, Bellville,-33.8837334,18.636870177662715
798,601,western washington university,13726,17.7,1.0,57.0,35.2,16.2,10.6,62.2,34.5,22.9,"516 High Street, Bellingham, Washington, 98225, United States",,,,,,United States, Bellingham,48.7544012,-122.478836
799,601,university westminster,16400,17.4,46.0,60.0,35.2,18.2,16.2,36.7,34.8,86.7,"309 Regent Street, London, W1B 2HW, United Kingdom",,,,,,United Kingdom, London,51.5073359,-0.12765
800,601,west virginia university,25966,18.5,8.0,48.0,35.2,27.8,17.1,59.3,34.4,40.8,"PO Box 6201, Morgantown, West Virginia, 26506, United States",,,,,,United States, Morgantown,39.6296809,-79.9559437
801,601,university windsor,13140,29.0,23.0,51.0,35.2,33.7,26.6,33.5,36.8,79.9,"401 Sunset Avenue, Windsor, Ontario, N9B 3P4, Canada",,,,,,Canada, Windsor,42.3167397,-83.0373389
802,601,worcester polytechnic institute,5733,12.7,22.0,34.0,35.2,20.1,17.7,59.1,36.5,56.2,"100 Institute Road, Worcester, Massachusetts, 01609-2280, United States",,,,,,United States, Worcester,42.2625621,-71.8018877
803,801,acharya nagarjuna university,4792,12.5,6.0,36.0,28.2,39.9,9.2,15.7,41.8,23.5,"Nagarjuna Nagar, Guntur, Andhra Pradesh, 522510, India",,,,,,India, Guntur,16.2915189,80.4541588
804,801,university coruna,14962,11.4,3.0,52.0,28.2,20.3,13.7,32.5,36.3,31.6,"Rúa da Maestranza, 9, A Coruña, 15001, Spain",,,,,,Spain, A Coruña,43.3709703,-8.3959425
805,801,adam mickiewicz university poznan,37634,14.2,2.0,69.0,28.2,18.1,13.4,32.7,35.4,32.7,"ul. H. Wieniawskiego 1, 61-712 Poznan, Poland",,,,,,Poland, Poland,52.215933,19.134422
806,801,university aegean,13040,41.3,1.0,57.0,28.2,18.1,17.8,44.3,37.0,37.5,"University Hill, Mytilene, 81100, Greece",,,,,,Greece, Mytilene,39.1037355,26.554788
807,801,university agriculture faisalabad,24440,35.4,0.0,44.0,28.2,17.5,16.5,28.6,41.9,36.6,"Agriculture University Road, Faisalabad, 38000, Pakistan",,,,,,Pakistan, Faisalabad,31.4220558,73.0923253
808,801,aichi medical university,1288,2.8,1.0,58.0,28.2,26.0,10.8,32.4,34.4,17.4,"1-1 Yazakokarimata, Nagakute, Aichi, 480-1195, Japan",,,,,,Japan, Nagakute,35.174318,137.070047
809,801,ain shams university,179636,16.9,3.0,54.0,28.2,21.0,10.1,31.5,35.6,36.0,"Khalifa El-Maamon st, Abbassiya Square, Cairo, 11566, Egypt",,,,,,Egypt, Cairo,30.0443879,31.2357257
810,801,ajou university,9906,11.3,7.0,,28.2,23.9,23.4,29.8,60.9,30.1,"206 Worldcup-ro, Yeongtong-gu, Suwon, 443-749, South Korea",,,,,,South Korea, Suwon,37.2633325,127.0287472
811,801,al balqa applied university,33918,31.3,4.0,55.0,28.2,11.9,8.9,52.8,40.5,46.4,"Hay Al-Mayamin, PO Box 19 117, Salt, 117, Jordan",,,,,,Jordan, Salt,40.4991071,-111.9543906
812,801,university algarve,7780,12.9,16.0,58.0,28.2,17.3,13.5,40.2,35.3,63.1,"Faro, 8005-139, Portugal",,,,,,Portugal,Faro,37.0162727,-7.9351771
813,801,university alicante,27207,18.4,9.0,58.0,28.2,20.0,14.8,28.7,37.1,41.0,"Crta San Vicente del Raspeig, San Vicente del Raspeig, Alicante, 03690, Spain",,,,,,Spain, Alicante,38.3436365,-0.4881708
814,801,aligarh muslim university,18783,13.5,2.0,38.0,28.2,29.0,10.4,41.1,34.5,23.6,"Administrative Block, Uttar Pradesh, 202001, India",,,,,,India, India,22.3511148,78.6677428
815,801,american university cairo,5936,13.7,5.0,55.0,28.2,27.0,25.1,20.2,35.5,64.1,"AUC Avenue, P.O. Box 74, New Cairo, 11835, Egypt",,,,,,Egypt, New Cairo,30.0288198,31.4752658
816,801,american university sharjah,5652,14.0,83.0,46.0,28.2,19.2,14.8,23.0,37.5,94.8,"Universities City, Sharjah, United Arab Emirates",,,,,,United Arab Emirates, Sharjah,25.3575436,55.3882729
817,801,asia university taiwan,11779,29.8,5.0,61.0,28.2,17.3,33.7,23.0,100.0,34.1,"500, Lioufeng Road, Wufeng, Taichung, 41354, Taiwan",,,,,,Taiwan, Wufeng,24.0616984,120.7002721
818,801,athens university economics and business,9678,44.4,5.0,47.0,28.2,17.8,21.2,39.3,37.8,45.4,"76, Patission Str., GR10434 Athens, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
819,801,atilim university,9862,16.8,6.0,47.0,28.2,14.7,8.8,39.2,37.0,35.3,"Kizilcasar District, İncek Gölbaşı, Ankara, 06836, Turkey",,,,,,Turkey, Ankara,39.9207886,32.8540482
820,801,babes bolyai university,37168,24.6,4.0,64.0,28.2,16.7,14.1,36.8,34.9,50.6,"Mihail Kogalniceanu nr. 1, RO- 400084, Cluj-Napoca, Romania",,,,,,Romania, Cluj-Napoca,46.769379,23.5899542
821,801,university baghdad,66399,10.4,0.0,59.0,28.2,19.5,7.9,43.5,35.2,31.1,"Jadriyah, Baghdad, Iraq",,,,,,Iraq, Baghdad,33.3061701,44.3872213
823,801,university bedfordshire,10810,20.0,34.0,62.0,28.2,16.9,13.6,29.3,34.9,77.1,"University Square, Luton, Bedfordshire, LU1 3JU, United Kingdom",,,,,,United Kingdom, Luton,51.8784385,-0.4152837
824,801,beijing jiaotong university,26457,14.0,8.0,,28.2,23.4,23.5,20.3,65.2,28.0,"No.3 Shangyuancun, Haidian District, Beijing, 100044, China",,,,,,China, Beijing,39.906217,116.3912757
826,801,benha university,97843,30.5,5.0,38.0,28.2,14.8,7.5,54.6,35.6,42.5,"Fareed Nada Street, Qalubiya Governorate, Benha, Arab Republic of Egypt, 13511, Egypt",,,,,,Egypt, Egypt,26.2540493,29.2675469
827,801,birmingham city university,19975,18.2,23.0,62.0,28.2,16.0,10.3,37.4,34.6,62.8,"University House, 15 Bartholomew Row, Birmingham, West Midlands, B5 5JU, United Kingdom",,,,,,United Kingdom, Birmingham,52.4796992,-1.9026911
828,801,university bradford,8915,17.7,28.0,56.0,28.2,19.3,16.4,33.0,36.9,81.2,"Richmond Road, Bradford, West Yorkshire, BD7 1DP, United Kingdom",,,,,,United Kingdom, Bradford,53.7944229,-1.7519186
829,801,universidade de brasilia unb,44074,15.2,2.0,51.0,28.2,25.8,14.4,36.8,34.5,30.9,"Brasília, 70910-900, Brazil",,,,,,Brazil,Brasília,-10.3333333,-53.2
830,801,bucharest university economic studies,22022,14.8,3.0,71.0,28.2,15.4,10.0,53.1,34.8,19.4,"6 Piata Romana, Sector 1, Bucharest, Ilfov, 010374, Romania",,,,,,Romania, Sector 1,44.487945100000005,26.05015497306519
832,801,capital medical university,13178,6.8,5.0,69.0,28.2,30.2,20.2,24.7,35.0,23.5,"10 Xitoutiao Youanmen, Fengtai, Beijing, 100069, China",,,,,,China, Fengtai,39.8571176,116.2804172
833,801,cardiff metropolitan university,8660,16.5,17.0,55.0,28.2,16.5,10.8,41.0,34.7,61.0,"Western Avenue, Cardiff, CF5 2YB, United Kingdom",,,,,,United Kingdom, Cardiff,51.4816546,-3.1791934
834,801,charles iii university madrid,17265,11.0,15.0,43.0,28.2,24.4,16.3,34.9,38.2,60.2,"C/ Madrid, 126 - Getafe, Madrid, 28903, Spain",,,,,,Spain, Madrid,40.4167047,-3.7035825
